age,monthly_income,loan_amount,tenure_months,num_credit_lines,job_type,education_level,city,marital_status,has_previous_default,target
32.0,12459495.0,17617005.0,39.0,3.0,civil_servant,diploma,Bandung,married,0.0,0
48.0,13840788.0,18985051.0,49.0,0.0,freelance,master,Bandung,married,1.0,0
47.0,20760519.0,59333024.0,37.0,1.0,civil_servant,master,Yogyakarta,single,1.0,1
31.0,7368630.0,41893520.0,10.0,10.0,civil_servant,high_school,Bandung,single,1.0,1
37.0,29926353.0,77341068.0,32.0,7.0,freelance,master,Bandung,divorced,0.0,0
37.0,11210433.0,21391623.0,14.0,2.0,entrepreneur,bachelor,Bekasi,married,0.0,1
36.0,13251562.0,73457214.0,71.0,6.0,civil_servant,master,Surabaya,single,0.0,1
31.0,25722907.0,4507795.0,24.0,4.0,employee,diploma,Jakarta,single,0.0,0
37.0,22387086.0,27687101.0,13.0,8.0,civil_servant,master,Surabaya,divorced,0.0,0
43.0,27503813.0,53881724.0,34.0,7.0,employee,diploma,Jakarta,divorced,1.0,0
45.0,33635022.0,43489031.0,64.0,1.0,freelance,diploma,Bandung,divorced,0.0,0
50.0,14769052.0,75263073.0,23.0,5.0,civil_servant,high_school,Bekasi,married,0.0,1
42.0,12831750.0,73326845.0,27.0,3.0,entrepreneur,high_school,Bekasi,divorced,0.0,0
25.0,14578717.0,50154550.0,42.0,5.0,freelance,bachelor,Surabaya,divorced,0.0,0
43.0,14688374.0,15615553.0,59.0,2.0,entrepreneur,high_school,Bekasi,single,0.0,0
42.0,12696700.0,78856010.0,31.0,0.0,civil_servant,master,Bekasi,single,0.0,0
40.0,23656970.0,54148753.0,32.0,8.0,employee,high_school,Bandung,married,0.0,0
28.0,17027340.0,51091321.0,33.0,0.0,freelance,high_school,Surabaya,married,0.0,1
57.0,7345198.0,12442173.0,44.0,1.0,civil_servant,master,Bekasi,married,0.0,1
49.0,24078568.0,66141282.0,8.0,7.0,civil_servant,high_school,Yogyakarta,divorced,0.0,1
37.0,24659754.0,78925106.0,70.0,6.0,employee,master,Jakarta,divorced,0.0,1
36.0,24415778.0,78610889.0,50.0,8.0,employee,bachelor,Jakarta,divorced,0.0,1
60.0,14213493.0,55587899.0,22.0,0.0,employee,diploma,Jakarta,single,0.0,0
35.0,33786810.0,30126912.0,25.0,9.0,entrepreneur,master,Surabaya,married,0.0,0
27.0,21451789.0,63715376.0,61.0,2.0,entrepreneur,diploma,Surabaya,married,0.0,1
39.0,13326248.0,20555244.0,48.0,10.0,employee,diploma,Bekasi,single,0.0,0
36.0,5197136.0,59686915.0,54.0,8.0,civil_servant,master,Bandung,divorced,0.0,1
37.0,32059013.0,44051064.0,25.0,6.0,entrepreneur,master,Bandung,divorced,0.0,0
56.0,21637617.0,58389273.0,33.0,3.0,civil_servant,diploma,Bekasi,single,0.0,0
37.0,3687501.0,42088281.0,41.0,5.0,freelance,diploma,Surabaya,divorced,0.0,0
31.0,13094415.0,11675451.0,8.0,10.0,freelance,master,Bandung,single,0.0,1
53.0,14149316.0,75828484.0,18.0,0.0,freelance,diploma,Surabaya,divorced,0.0,0
36.0,6250991.0,68207466.0,26.0,7.0,employee,diploma,Surabaya,divorced,0.0,1
38.0,21687791.0,30182484.0,27.0,10.0,employee,master,Bekasi,single,1.0,1
41.0,26227091.0,60937174.0,71.0,10.0,entrepreneur,master,Yogyakarta,married,0.0,1
48.0,5486791.0,7335356.0,62.0,9.0,employee,master,Yogyakarta,divorced,0.0,1
49.0,8302495.0,61536354.0,57.0,3.0,civil_servant,high_school,Yogyakarta,divorced,0.0,1
28.0,15944632.0,57127695.0,41.0,5.0,entrepreneur,diploma,Bekasi,divorced,0.0,0
36.0,9916026.0,78805353.0,15.0,2.0,freelance,diploma,Bandung,divorced,0.0,1
55.0,19246488.0,17732981.0,33.0,8.0,employee,high_school,Jakarta,married,0.0,1
21.0,20052434.0,20370932.0,6.0,10.0,entrepreneur,bachelor,Yogyakarta,married,0.0,0
53.0,13683954.0,74745343.0,22.0,0.0,employee,diploma,Bekasi,divorced,0.0,1
26.0,23334669.0,25339685.0,13.0,5.0,entrepreneur,diploma,Bekasi,married,0.0,1
24.0,23905339.0,24983664.0,12.0,6.0,entrepreneur,diploma,Bandung,married,0.0,1
46.0,24375933.0,44177416.0,8.0,5.0,entrepreneur,master,Bekasi,single,0.0,1
57.0,16629894.0,13950780.0,28.0,3.0,employee,master,Bandung,divorced,0.0,0
39.0,21826998.0,41212386.0,32.0,2.0,civil_servant,diploma,Bandung,divorced,0.0,1
32.0,16772218.0,32851777.0,16.0,1.0,civil_servant,high_school,Jakarta,married,0.0,1
59.0,33699969.0,6709315.0,13.0,3.0,freelance,diploma,Bekasi,single,0.0,0
27.0,18859718.0,1062255.0,34.0,9.0,employee,bachelor,Jakarta,married,0.0,1
22.0,32275028.0,10186727.0,20.0,1.0,employee,high_school,Surabaya,single,1.0,0
30.0,9252182.0,67858179.0,7.0,8.0,entrepreneur,high_school,Yogyakarta,single,1.0,1
49.0,22436770.0,78471507.0,24.0,7.0,civil_servant,bachelor,Yogyakarta,single,0.0,1
54.0,5822318.0,55126685.0,31.0,4.0,civil_servant,high_school,Bandung,single,0.0,1
41.0,9796261.0,5427715.0,48.0,3.0,civil_servant,high_school,Yogyakarta,single,0.0,0
49.0,10897647.0,73745408.0,12.0,2.0,entrepreneur,diploma,Jakarta,single,0.0,1
39.0,8058981.0,73277433.0,14.0,7.0,civil_servant,high_school,Surabaya,divorced,0.0,1
53.0,13812251.0,12537097.0,51.0,5.0,entrepreneur,bachelor,Bandung,divorced,0.0,1
33.0,9266989.0,4714352.0,72.0,2.0,entrepreneur,bachelor,Surabaya,single,0.0,0
47.0,25420313.0,29047217.0,28.0,4.0,employee,diploma,Jakarta,divorced,0.0,0
40.0,8957628.0,52371224.0,29.0,7.0,freelance,diploma,Jakarta,single,0.0,0
46.0,26804070.0,1110908.0,39.0,0.0,employee,diploma,Jakarta,married,0.0,1
25.0,31531921.0,15801893.0,32.0,10.0,employee,high_school,Surabaya,divorced,0.0,0
48.0,9018003.0,30539137.0,31.0,7.0,employee,high_school,Yogyakarta,divorced,0.0,1
21.0,16681229.0,68930475.0,51.0,4.0,freelance,bachelor,Surabaya,single,0.0,1
51.0,6636560.0,17397173.0,21.0,10.0,entrepreneur,high_school,Yogyakarta,single,1.0,0
59.0,33798233.0,50785707.0,6.0,5.0,entrepreneur,diploma,Bandung,married,0.0,1
21.0,32812456.0,29580816.0,61.0,6.0,civil_servant,diploma,Surabaya,married,0.0,0
38.0,27403165.0,70173126.0,28.0,2.0,entrepreneur,high_school,Jakarta,married,1.0,1
58.0,26145957.0,77874491.0,54.0,5.0,entrepreneur,bachelor,Surabaya,single,1.0,1
45.0,10363218.0,9151899.0,71.0,2.0,freelance,diploma,Bekasi,married,0.0,1
28.0,13751202.0,43171185.0,51.0,5.0,freelance,diploma,Bekasi,single,0.0,0
26.0,17448571.0,57213765.0,12.0,5.0,freelance,high_school,Bekasi,single,0.0,0
56.0,5022982.0,33888019.0,9.0,9.0,civil_servant,master,Surabaya,single,0.0,0
28.0,7267304.0,40811208.0,32.0,3.0,entrepreneur,master,Bandung,single,0.0,0
32.0,14500684.0,21250934.0,51.0,7.0,freelance,high_school,Jakarta,single,0.0,0
41.0,17712718.0,65847017.0,65.0,0.0,entrepreneur,master,Bandung,single,0.0,0
41.0,16086660.0,62714740.0,56.0,1.0,freelance,bachelor,Surabaya,single,0.0,0
41.0,31677452.0,33220043.0,48.0,2.0,employee,high_school,Surabaya,married,0.0,0
32.0,28462474.0,12825355.0,52.0,7.0,entrepreneur,bachelor,Surabaya,married,0.0,0
41.0,13990219.0,32631631.0,27.0,7.0,employee,bachelor,Bandung,married,0.0,1
25.0,33832076.0,34851744.0,39.0,2.0,freelance,diploma,Bandung,married,0.0,0
45.0,20918178.0,73904976.0,70.0,3.0,freelance,master,Bandung,single,0.0,1
60.0,14664885.0,51355555.0,50.0,6.0,employee,bachelor,Bandung,married,1.0,1
54.0,29958414.0,63246855.0,61.0,6.0,employee,high_school,Bekasi,divorced,0.0,1
28.0,27827944.0,10824188.0,56.0,2.0,entrepreneur,diploma,Jakarta,married,0.0,0
39.0,28631589.0,2593521.0,39.0,6.0,employee,master,Bandung,married,0.0,0
28.0,19172362.0,5699595.0,59.0,4.0,employee,master,Jakarta,single,1.0,0
27.0,32995612.0,49888770.0,70.0,1.0,civil_servant,high_school,Bandung,married,0.0,1
44.0,15961704.0,11111198.0,51.0,1.0,entrepreneur,diploma,Jakarta,divorced,0.0,0
28.0,3098136.0,4292117.0,58.0,2.0,civil_servant,master,Bandung,single,0.0,1
31.0,5338705.0,32018105.0,46.0,7.0,entrepreneur,diploma,Surabaya,divorced,0.0,1
53.0,32580223.0,40948230.0,27.0,10.0,freelance,bachelor,Yogyakarta,divorced,0.0,0
31.0,28193053.0,43928291.0,63.0,6.0,freelance,master,Surabaya,single,0.0,1
24.0,25510755.0,34470833.0,30.0,10.0,freelance,high_school,Yogyakarta,divorced,0.0,1
30.0,31627446.0,53266523.0,43.0,7.0,entrepreneur,high_school,Bekasi,married,0.0,0
38.0,3076710.0,12015255.0,66.0,0.0,freelance,bachelor,Jakarta,married,0.0,1
38.0,27619994.0,65652000.0,36.0,9.0,civil_servant,master,Surabaya,single,0.0,1
28.0,14636025.0,66310306.0,52.0,0.0,freelance,master,Bekasi,divorced,0.0,1
26.0,16219922.0,49302114.0,60.0,8.0,freelance,diploma,Jakarta,divorced,0.0,1
29.0,26616571.0,36666330.0,47.0,4.0,employee,high_school,Bandung,married,0.0,0
35.0,4849381.0,64295156.0,67.0,2.0,entrepreneur,diploma,Bekasi,married,0.0,1
43.0,3824362.0,16479272.0,35.0,2.0,entrepreneur,bachelor,Surabaya,married,0.0,0
57.0,23681819.0,59150099.0,52.0,0.0,employee,diploma,Yogyakarta,single,1.0,1
26.0,34121240.0,35764831.0,60.0,5.0,entrepreneur,bachelor,Jakarta,single,0.0,0
43.0,15252646.0,65005736.0,50.0,3.0,freelance,master,Bandung,married,0.0,0
28.0,27139188.0,72138883.0,55.0,5.0,freelance,high_school,Jakarta,married,1.0,0
40.0,28743722.0,7219365.0,46.0,8.0,entrepreneur,master,Jakarta,single,0.0,1
32.0,18804959.0,55158812.0,59.0,6.0,civil_servant,high_school,Surabaya,married,0.0,1
37.0,23260725.0,43547622.0,21.0,7.0,employee,high_school,Yogyakarta,divorced,0.0,0
51.0,27162171.0,74096809.0,34.0,3.0,entrepreneur,diploma,Yogyakarta,married,0.0,0
59.0,33813627.0,52160277.0,6.0,4.0,freelance,diploma,Jakarta,single,0.0,1
23.0,26509529.0,64941404.0,66.0,10.0,freelance,high_school,Surabaya,single,0.0,1
49.0,25857422.0,58465498.0,67.0,2.0,civil_servant,bachelor,Surabaya,divorced,0.0,1
37.0,21198778.0,30603813.0,51.0,1.0,civil_servant,high_school,Jakarta,married,0.0,0
44.0,27766350.0,13037889.0,14.0,6.0,freelance,diploma,Bekasi,single,0.0,1
24.0,29692232.0,63937282.0,9.0,5.0,civil_servant,diploma,Bandung,divorced,0.0,1
48.0,26791999.0,69377333.0,35.0,10.0,entrepreneur,diploma,Bandung,married,0.0,0
39.0,23399711.0,35963954.0,28.0,5.0,civil_servant,diploma,Surabaya,married,0.0,0
54.0,4504483.0,16021367.0,8.0,4.0,civil_servant,high_school,Bandung,married,0.0,0
55.0,26761660.0,21685092.0,40.0,9.0,entrepreneur,master,Yogyakarta,single,0.0,1
52.0,10184201.0,37357449.0,50.0,9.0,civil_servant,bachelor,Jakarta,divorced,0.0,1
22.0,29120592.0,38648874.0,66.0,10.0,entrepreneur,master,Surabaya,single,0.0,0
59.0,17788773.0,57985051.0,57.0,8.0,freelance,high_school,Yogyakarta,divorced,0.0,0
53.0,15647364.0,34261034.0,51.0,3.0,employee,master,Bekasi,single,1.0,1
46.0,20936735.0,36524213.0,59.0,0.0,entrepreneur,high_school,Surabaya,married,0.0,0
59.0,4577019.0,30241064.0,51.0,8.0,freelance,master,Jakarta,divorced,0.0,1
53.0,27483633.0,6961349.0,14.0,1.0,civil_servant,master,Yogyakarta,married,0.0,0
50.0,6900803.0,35954479.0,60.0,2.0,employee,high_school,Bandung,divorced,0.0,1
30.0,16271472.0,10612120.0,57.0,1.0,employee,diploma,Surabaya,divorced,0.0,1
57.0,16808757.0,34891275.0,37.0,10.0,entrepreneur,diploma,Yogyakarta,single,0.0,1
36.0,6351370.0,19906319.0,47.0,9.0,employee,diploma,Jakarta,divorced,0.0,1
34.0,33759025.0,43971419.0,54.0,8.0,freelance,high_school,Bekasi,divorced,0.0,1
54.0,8162937.0,36418708.0,62.0,1.0,civil_servant,master,Bekasi,married,0.0,1
56.0,23453209.0,52137648.0,58.0,0.0,employee,high_school,Jakarta,married,0.0,0
30.0,29527793.0,17501212.0,53.0,2.0,freelance,diploma,Bekasi,divorced,1.0,1
50.0,6295592.0,13668612.0,9.0,0.0,civil_servant,master,Surabaya,divorced,0.0,1
36.0,16389550.0,24605524.0,70.0,9.0,entrepreneur,bachelor,Surabaya,divorced,0.0,0
24.0,32948676.0,53640559.0,66.0,7.0,entrepreneur,diploma,Yogyakarta,single,1.0,0
27.0,30532975.0,68911882.0,38.0,6.0,entrepreneur,master,Jakarta,single,0.0,1
48.0,14796308.0,13122363.0,6.0,8.0,employee,high_school,Jakarta,married,1.0,0
29.0,8214929.0,36425010.0,59.0,3.0,civil_servant,bachelor,Yogyakarta,single,0.0,1
55.0,6884451.0,43229526.0,26.0,10.0,civil_servant,diploma,Surabaya,married,0.0,1
24.0,22460165.0,16747081.0,58.0,10.0,civil_servant,master,Yogyakarta,single,0.0,0
33.0,23035573.0,43758645.0,11.0,2.0,freelance,diploma,Bekasi,divorced,0.0,1
60.0,4130677.0,72164007.0,22.0,2.0,civil_servant,master,Surabaya,single,1.0,1
21.0,22705627.0,25209280.0,25.0,9.0,civil_servant,diploma,Surabaya,divorced,0.0,1
47.0,16545946.0,70394037.0,15.0,0.0,entrepreneur,bachelor,Bandung,single,0.0,0
25.0,13079283.0,62226180.0,45.0,5.0,freelance,master,Surabaya,single,0.0,1
60.0,9446218.0,63437735.0,7.0,0.0,entrepreneur,bachelor,Bekasi,divorced,0.0,0
54.0,32813307.0,39246313.0,22.0,4.0,civil_servant,diploma,Surabaya,single,0.0,1
32.0,29177002.0,26762877.0,22.0,5.0,employee,high_school,Bekasi,divorced,0.0,0
25.0,18991301.0,25298169.0,8.0,8.0,freelance,master,Jakarta,married,0.0,0
42.0,13979786.0,70852683.0,37.0,8.0,employee,high_school,Bekasi,married,0.0,1
45.0,6388872.0,79554951.0,12.0,3.0,employee,master,Bekasi,divorced,0.0,0
53.0,32599054.0,8492974.0,52.0,3.0,freelance,master,Yogyakarta,divorced,0.0,0
28.0,25464919.0,56889256.0,45.0,2.0,employee,diploma,Surabaya,divorced,0.0,1
30.0,18007876.0,75062098.0,46.0,2.0,freelance,high_school,Bandung,married,1.0,1
29.0,18910319.0,74276114.0,37.0,2.0,employee,master,Jakarta,divorced,0.0,1
52.0,4284373.0,21452482.0,21.0,8.0,civil_servant,bachelor,Yogyakarta,single,0.0,1
46.0,32147367.0,34570177.0,9.0,1.0,civil_servant,diploma,Jakarta,single,0.0,1
46.0,8825576.0,45209884.0,45.0,6.0,entrepreneur,bachelor,Bandung,single,0.0,0
23.0,29783804.0,15797339.0,70.0,7.0,civil_servant,bachelor,Surabaya,single,0.0,0
40.0,19115636.0,77272321.0,58.0,2.0,entrepreneur,diploma,Bekasi,divorced,0.0,0
49.0,28876730.0,34483965.0,56.0,10.0,civil_servant,high_school,Jakarta,divorced,0.0,0
28.0,11190258.0,44863641.0,48.0,0.0,employee,high_school,Surabaya,single,0.0,1
24.0,21533651.0,26660573.0,28.0,5.0,civil_servant,master,Surabaya,married,1.0,1
37.0,30826024.0,55000569.0,29.0,7.0,entrepreneur,bachelor,Bandung,single,0.0,0
43.0,24763100.0,46945368.0,12.0,7.0,freelance,diploma,Surabaya,single,0.0,1
52.0,17129590.0,38643241.0,27.0,1.0,employee,master,Bandung,single,0.0,1
47.0,17334386.0,36848658.0,23.0,4.0,entrepreneur,high_school,Yogyakarta,single,0.0,0
57.0,17022929.0,64811990.0,57.0,0.0,entrepreneur,master,Jakarta,divorced,0.0,1
37.0,9268982.0,75950277.0,70.0,0.0,civil_servant,diploma,Jakarta,single,0.0,1
27.0,7133612.0,58606108.0,27.0,6.0,employee,diploma,Jakarta,divorced,0.0,1
58.0,18756584.0,71042783.0,31.0,7.0,civil_servant,bachelor,Bandung,married,1.0,1
31.0,27258997.0,12221769.0,41.0,0.0,freelance,bachelor,Surabaya,divorced,0.0,0
27.0,6765444.0,18880558.0,51.0,1.0,employee,diploma,Bekasi,married,0.0,0
56.0,13877561.0,20579887.0,47.0,5.0,civil_servant,diploma,Jakarta,divorced,0.0,0
27.0,16873886.0,69146169.0,38.0,8.0,civil_servant,diploma,Surabaya,married,0.0,1
60.0,33768630.0,37804500.0,9.0,0.0,employee,high_school,Bekasi,married,0.0,1
53.0,20779652.0,28352032.0,9.0,10.0,employee,bachelor,Jakarta,divorced,0.0,1
57.0,31576812.0,19055269.0,65.0,6.0,freelance,master,Yogyakarta,divorced,1.0,1
36.0,13482015.0,37264425.0,39.0,3.0,entrepreneur,diploma,Yogyakarta,divorced,0.0,0
58.0,13560839.0,54560062.0,36.0,10.0,freelance,bachelor,Surabaya,married,0.0,0
48.0,3259147.0,23785825.0,51.0,8.0,employee,diploma,Bekasi,divorced,0.0,0
30.0,20220333.0,50450310.0,44.0,6.0,freelance,bachelor,Jakarta,divorced,0.0,1
29.0,31545470.0,15999667.0,27.0,4.0,civil_servant,high_school,Jakarta,single,0.0,0
28.0,11005168.0,6474660.0,59.0,8.0,entrepreneur,master,Bandung,married,0.0,0
52.0,8239607.0,30996000.0,67.0,6.0,entrepreneur,diploma,Surabaya,married,0.0,1
45.0,16453028.0,47268926.0,64.0,10.0,freelance,bachelor,Yogyakarta,divorced,0.0,1
44.0,22263972.0,69087334.0,35.0,9.0,entrepreneur,high_school,Bandung,single,1.0,1
24.0,25683001.0,53917014.0,21.0,10.0,freelance,diploma,Bekasi,married,0.0,1
36.0,33313980.0,54742746.0,27.0,1.0,employee,master,Bekasi,divorced,0.0,0
21.0,15212163.0,78244610.0,46.0,10.0,freelance,master,Yogyakarta,single,0.0,0
30.0,27617708.0,59151717.0,12.0,10.0,entrepreneur,diploma,Bandung,divorced,0.0,1
54.0,27529594.0,11683924.0,14.0,5.0,employee,high_school,Surabaya,single,1.0,0
25.0,22354177.0,25121469.0,63.0,9.0,entrepreneur,high_school,Surabaya,single,1.0,0
29.0,26569223.0,79937348.0,46.0,5.0,freelance,high_school,Bekasi,divorced,0.0,0
22.0,7659248.0,59083318.0,29.0,1.0,employee,diploma,Jakarta,married,0.0,0
35.0,26292340.0,41216984.0,16.0,4.0,employee,bachelor,Surabaya,married,0.0,0
30.0,27542394.0,55650768.0,30.0,9.0,civil_servant,diploma,Bandung,married,0.0,1
57.0,18806886.0,59402692.0,6.0,1.0,civil_servant,high_school,Bekasi,married,0.0,1
26.0,19939193.0,74319736.0,22.0,1.0,civil_servant,high_school,Yogyakarta,divorced,0.0,1
55.0,7927551.0,39208404.0,38.0,6.0,civil_servant,diploma,Surabaya,divorced,0.0,1
50.0,21370233.0,6674257.0,60.0,10.0,entrepreneur,bachelor,Bandung,divorced,1.0,0
52.0,7785841.0,51823190.0,71.0,2.0,civil_servant,diploma,Bekasi,single,0.0,1
30.0,23323016.0,69493823.0,52.0,5.0,employee,diploma,Jakarta,married,0.0,0
32.0,29763493.0,9862979.0,42.0,9.0,civil_servant,high_school,Yogyakarta,single,0.0,0
33.0,17824236.0,3371180.0,21.0,8.0,entrepreneur,bachelor,Bekasi,single,0.0,0
41.0,24555321.0,68232215.0,60.0,4.0,civil_servant,diploma,Bekasi,single,0.0,0
54.0,22667095.0,56166554.0,51.0,9.0,civil_servant,diploma,Bandung,married,0.0,0
26.0,16784685.0,35546217.0,56.0,1.0,freelance,high_school,Jakarta,single,0.0,1
44.0,20622902.0,65807582.0,43.0,5.0,freelance,bachelor,Bekasi,married,0.0,1
48.0,17970879.0,78495753.0,31.0,6.0,civil_servant,bachelor,Bekasi,single,0.0,0
25.0,16613331.0,72589541.0,12.0,6.0,employee,high_school,Bekasi,divorced,0.0,0
46.0,30284118.0,74740973.0,7.0,3.0,civil_servant,bachelor,Bekasi,married,0.0,1
39.0,27465859.0,24315986.0,54.0,9.0,freelance,bachelor,Jakarta,single,1.0,1
37.0,31349355.0,55100122.0,51.0,9.0,employee,high_school,Surabaya,single,0.0,1
41.0,3879162.0,48930141.0,48.0,7.0,entrepreneur,high_school,Yogyakarta,divorced,0.0,1
55.0,7560770.0,42325475.0,27.0,3.0,entrepreneur,bachelor,Surabaya,single,0.0,0
28.0,9784686.0,20699625.0,60.0,3.0,civil_servant,bachelor,Bandung,single,0.0,0
49.0,31559200.0,26733593.0,56.0,4.0,civil_servant,master,Surabaya,married,0.0,0
48.0,18454244.0,60957773.0,23.0,2.0,freelance,diploma,Jakarta,single,0.0,0
56.0,11536427.0,29134752.0,66.0,0.0,freelance,high_school,Bekasi,divorced,0.0,1
27.0,23616068.0,33916290.0,9.0,3.0,freelance,bachelor,Jakarta,single,0.0,0
46.0,3128812.0,73743663.0,37.0,9.0,employee,diploma,Surabaya,divorced,0.0,1
47.0,16027630.0,37187578.0,71.0,3.0,civil_servant,master,Bekasi,single,0.0,1
45.0,22859923.0,64828277.0,23.0,4.0,civil_servant,high_school,Yogyakarta,married,0.0,1
35.0,5249642.0,59654835.0,63.0,6.0,entrepreneur,high_school,Surabaya,divorced,0.0,0
29.0,7349814.0,59861791.0,64.0,0.0,entrepreneur,diploma,Yogyakarta,divorced,0.0,1
60.0,14923119.0,32436800.0,64.0,8.0,civil_servant,master,Jakarta,divorced,1.0,1
46.0,29713948.0,72231460.0,46.0,2.0,entrepreneur,bachelor,Yogyakarta,married,0.0,1
35.0,18086945.0,42701141.0,48.0,7.0,employee,diploma,Surabaya,divorced,0.0,0
37.0,31879996.0,63395088.0,18.0,2.0,entrepreneur,bachelor,Yogyakarta,married,0.0,1
45.0,10147547.0,21518979.0,39.0,1.0,employee,diploma,Jakarta,married,0.0,0
23.0,24565464.0,64662915.0,66.0,5.0,employee,bachelor,Bekasi,divorced,0.0,1
37.0,27991512.0,26367854.0,57.0,9.0,employee,diploma,Surabaya,divorced,0.0,1
25.0,7653701.0,23212928.0,7.0,6.0,civil_servant,master,Bandung,single,0.0,0
24.0,18684012.0,61214638.0,17.0,5.0,civil_servant,master,Jakarta,divorced,0.0,1
46.0,12790554.0,5704135.0,54.0,4.0,employee,diploma,Surabaya,divorced,0.0,0
29.0,17444888.0,72489887.0,57.0,7.0,employee,master,Bandung,divorced,0.0,0
32.0,21442663.0,50945716.0,67.0,0.0,civil_servant,diploma,Yogyakarta,married,0.0,0
24.0,12676289.0,44677206.0,70.0,8.0,entrepreneur,high_school,Surabaya,single,0.0,1
53.0,3518476.0,32044562.0,15.0,0.0,employee,master,Surabaya,married,0.0,0
49.0,25948407.0,39641128.0,6.0,8.0,entrepreneur,diploma,Bekasi,divorced,0.0,1
31.0,19641370.0,27351999.0,19.0,1.0,civil_servant,diploma,Surabaya,single,0.0,0
40.0,6291076.0,31854726.0,66.0,0.0,freelance,diploma,Yogyakarta,single,1.0,1
32.0,31311587.0,65916411.0,8.0,9.0,civil_servant,high_school,Surabaya,married,0.0,1
43.0,31903422.0,66424358.0,57.0,1.0,civil_servant,diploma,Jakarta,single,0.0,1
38.0,10921294.0,3230016.0,62.0,7.0,employee,diploma,Jakarta,divorced,0.0,1
55.0,6851480.0,57111485.0,23.0,10.0,civil_servant,diploma,Yogyakarta,married,0.0,0
39.0,13505753.0,53427070.0,14.0,4.0,civil_servant,diploma,Yogyakarta,married,0.0,0
36.0,16781444.0,18608302.0,11.0,2.0,freelance,bachelor,Surabaya,divorced,0.0,1
49.0,29398774.0,79771008.0,56.0,5.0,freelance,master,Bekasi,married,1.0,0
42.0,7417094.0,1090161.0,60.0,0.0,entrepreneur,bachelor,Bandung,divorced,0.0,0
55.0,6494163.0,11537672.0,9.0,10.0,freelance,master,Bandung,married,0.0,1
26.0,7839255.0,73360363.0,58.0,7.0,civil_servant,bachelor,Bekasi,single,0.0,0
53.0,33001680.0,56583997.0,54.0,1.0,employee,high_school,Yogyakarta,divorced,0.0,0
40.0,26798404.0,55080272.0,71.0,3.0,civil_servant,bachelor,Surabaya,divorced,0.0,1
26.0,32417463.0,27343441.0,39.0,5.0,entrepreneur,master,Yogyakarta,divorced,0.0,1
28.0,29601261.0,68446518.0,11.0,4.0,freelance,diploma,Yogyakarta,single,0.0,0
48.0,33184724.0,73034029.0,21.0,0.0,freelance,bachelor,Surabaya,married,0.0,0
35.0,19830113.0,46605073.0,58.0,9.0,employee,diploma,Surabaya,married,1.0,1
48.0,18636897.0,1446443.0,36.0,2.0,civil_servant,master,Bandung,married,1.0,0
49.0,5861325.0,16147682.0,29.0,5.0,civil_servant,diploma,Yogyakarta,divorced,0.0,1
56.0,15004452.0,54989555.0,21.0,5.0,employee,diploma,Yogyakarta,divorced,0.0,0
36.0,13868928.0,67415148.0,32.0,10.0,entrepreneur,bachelor,Bandung,single,0.0,1
37.0,32649464.0,25026226.0,12.0,3.0,civil_servant,diploma,Surabaya,divorced,0.0,1
59.0,9794781.0,24194639.0,31.0,2.0,freelance,high_school,Yogyakarta,married,0.0,0
22.0,5644319.0,48844471.0,36.0,10.0,entrepreneur,bachelor,Bekasi,single,0.0,1
25.0,27193721.0,48081211.0,28.0,7.0,entrepreneur,master,Bekasi,married,0.0,0
35.0,31783136.0,3522447.0,34.0,5.0,employee,bachelor,Surabaya,married,0.0,0
41.0,14810127.0,78193538.0,28.0,6.0,entrepreneur,master,Yogyakarta,single,0.0,0
22.0,23921145.0,27276607.0,29.0,4.0,employee,bachelor,Surabaya,divorced,0.0,0
34.0,11389751.0,71063900.0,37.0,3.0,employee,bachelor,Bandung,divorced,1.0,1
56.0,27472723.0,49573507.0,67.0,9.0,freelance,high_school,Bekasi,married,0.0,1
42.0,27207911.0,58426552.0,58.0,0.0,civil_servant,bachelor,Yogyakarta,single,0.0,0
53.0,10070707.0,16873064.0,20.0,4.0,freelance,high_school,Yogyakarta,divorced,0.0,0
58.0,25552881.0,48563596.0,37.0,0.0,employee,high_school,Surabaya,single,0.0,1
39.0,5478553.0,7226518.0,7.0,6.0,employee,high_school,Bandung,single,0.0,0
60.0,30775678.0,71368106.0,64.0,8.0,entrepreneur,diploma,Jakarta,married,0.0,1
50.0,18307130.0,43113769.0,68.0,10.0,employee,high_school,Surabaya,divorced,0.0,1
38.0,18572589.0,17753195.0,39.0,7.0,entrepreneur,diploma,Jakarta,married,0.0,0
60.0,34819561.0,66842580.0,39.0,9.0,entrepreneur,high_school,Yogyakarta,single,0.0,1
34.0,3991952.0,76972906.0,28.0,8.0,freelance,bachelor,Surabaya,divorced,0.0,1
30.0,15843823.0,57294383.0,55.0,7.0,civil_servant,bachelor,Bandung,married,0.0,0
22.0,34904092.0,77571514.0,19.0,7.0,freelance,bachelor,Yogyakarta,single,0.0,1
55.0,4792682.0,23132815.0,25.0,10.0,employee,master,Bandung,married,0.0,0
30.0,22243660.0,12984452.0,55.0,7.0,civil_servant,diploma,Bekasi,married,0.0,0
33.0,12719076.0,22989520.0,42.0,7.0,civil_servant,diploma,Bekasi,single,0.0,1
26.0,33828596.0,10950614.0,37.0,3.0,freelance,high_school,Bekasi,single,0.0,0
39.0,14576067.0,73755212.0,50.0,7.0,employee,bachelor,Yogyakarta,married,0.0,0
